Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,strongcompnum,clustering,subject
Angkor,Angkor,,6,11,17,6,11,17,7,0.298505,0.315907,4713.531333,8,1,6,0.219048,5
Gyeongju,Gyeongju,,1,13,14,1,13,14,7,0.31223,0.332461,95.63598,8,1,6,0.28022,5
Michelangelo,Michelangelo,,29,14,43,29,14,43,7,0.299365,0.316853,5878.740573,4,1,6,0.138095,11
Rama,Rama,,8,22,30,8,22,30,7,0.312495,0.332614,346.338935,8,1,6,0.280627,14
Anglican_Church_of_Australia,Anglican_Church_of_Australia,,7,4,11,7,4,11,7,0.27924,0.292743,104.800844,12,1,6,0.3,14
Apostolic_Succession,Apostolic_Succession,,14,14,28,14,14,28,7,0.313195,0.333052,431.467661,0,1,6,0.452381,14
Book_of_Common_Prayer,Book_of_Common_Prayer,,14,29,43,14,29,43,7,0.308547,0.330189,479.055071,0,1,6,0.337931,14
British_monarchy,British_monarchy,,65,113,178,65,113,178,7,0.342601,0.377062,51462.967226,0,1,6,0.090042,7
Church_of_Ireland,Church_of_Ireland,,28,31,59,28,31,59,7,0.314507,0.337624,5619.155422,0,1,6,0.189177,14
English_Reformation,English_Reformation,,13,23,36,13,23,36,7,0.29111,0.309058,396.737877,0,1,6,0.326211,0
Episcopal_polity,Episcopal_polity,,10,24,34,10,24,34,7,0.314581,0.336234,360.772073,0,1,6,0.316923,14
Michael_Ramsey,Michael_Ramsey,,3,7,10,3,7,10,7,0.290235,0.305851,73.671099,0,1,6,0.211111,11
Ordination_of_women,Ordination_of_women,,3,38,41,3,38,41,7,0.338822,0.365395,446.697016,8,1,6,0.123755,14
Thomas_Cranmer,Thomas_Cranmer,,12,22,34,12,22,34,7,0.303148,0.323607,312.932261,0,1,6,0.327899,11
Desmond_Tutu,Desmond_Tutu,,10,29,39,10,29,39,7,0.329674,0.354986,1127.606496,5,1,6,0.146218,11
Roman_Britain,Roman_Britain,,31,46,77,31,46,77,7,0.32954,0.355322,25270.567188,0,1,6,0.091022,0
Solomon_Islands,Solomon_Islands,,34,28,62,34,28,62,7,0.332595,0.356706,4581.118691,5,1,6,0.16836,5
William_Wilberforce,William_Wilberforce,,5,27,32,5,27,32,7,0.319515,0.343914,855.07503,0,1,6,0.129032,11
Anglo-Saxon_literature,Anglo-Saxon_literature,,3,35,38,3,35,38,7,0.312592,0.334839,2219.215853,0,1,6,0.086336,3
C%C3%A6dmon,C%C3%A6dmon,,4,12,16,4,12,16,7,0.292771,0.309732,3273.271437,0,1,6,0.179487,11
History_of_Anglo-Saxon_England,History_of_Anglo-Saxon_England,,4,34,38,4,34,38,7,0.315634,0.338905,4135.144685,0,1,6,0.162913,0
Jorge_Luis_Borges,Jorge_Luis_Borges,,16,65,81,16,65,81,7,0.348431,0.379441,4038.010161,6,1,6,0.136606,11
Literacy,Literacy,,39,24,63,39,24,63,7,0.332377,0.35619,4924.678231,1,1,6,0.079852,7
Peterborough_Chronicle,Peterborough_Chronicle,,4,12,16,4,12,16,7,0.301996,0.320293,525.236703,0,1,6,0.203297,3
T._S._Eliot,T._S._Eliot,,25,36,61,25,36,61,6,0.335652,0.361811,8221.975392,0,1,6,0.082393,11
The_Hobbit,The_Hobbit,,6,26,32,6,26,32,7,0.323802,0.346121,8358.071899,13,1,6,0.162562,3
The_Lord_of_the_Rings,The_Lord_of_the_Rings,,17,33,50,17,33,50,7,0.342891,0.367598,7598.963507,0,1,6,0.091916,3
Anguilla,Anguilla,,19,14,33,19,14,33,7,0.316175,0.336532,482.917732,5,1,6,0.162298,9
Australian_Green_Tree_Frog,Australian_Green_Tree_Frog,,2,22,24,2,22,24,7,0.32954,0.350586,27959.494076,2,1,6,0.175325,12
Cambrian,Cambrian,,20,26,46,20,26,46,7,0.31507,0.334849,3672.465316,2,1,6,0.12437,5
Cambrian_explosion,Cambrian_explosion,,10,19,29,10,19,29,7,0.3093,0.32782,1716.522315,7,1,6,0.218333,5
Organism,Organism,,50,45,95,50,45,95,7,0.32344,0.347799,23022.924007,11,1,6,0.101266,12
Precambrian,Precambrian,,23,11,34,23,11,34,7,0.29428,0.309881,1660.582113,7,1,6,0.112903,5
Spider,Spider,,22,26,48,22,26,48,7,0.327094,0.34982,13355.657379,2,1,6,0.096723,12
Sunlight,Sunlight,,28,19,47,28,19,47,7,0.307774,0.326306,6323.751302,7,1,6,0.083333,5
Animal_law,Animal_law,,1,1,2,1,1,2,8,0.234539,0.24283,0,9,1,6,0,7
Animal_rights,Animal_rights,,26,26,52,26,26,52,7,0.306378,0.32632,15254.597426,9,1,6,0.04686,7
Children%27s_rights_movement,Children%27s_rights_movement,,4,11,15,4,11,15,7,0.303852,0.323952,295.494835,9,1,6,0.204762,7
Civil_rights,Civil_rights,,33,19,52,33,19,52,7,0.319087,0.340152,3503.292516,9,1,6,0.082447,7
Mind,Mind,,25,15,40,25,15,40,7,0.301413,0.319638,2275.433717,9,1,6,0.138889,14
Women%27s_rights,Women%27s_rights,,14,24,38,14,24,38,7,0.331833,0.354504,1296.211933,9,1,6,0.136134,7
Motion_%28physics%29,Motion_%28physics%29,,15,9,24,15,9,24,7,0.299365,0.316748,1095.953077,7,1,6,0.220779,12
The_Lion_King,The_Lion_King,,7,22,29,7,22,29,7,0.322925,0.345643,8360.165813,13,1,6,0.109231,4
Ankylosaurus,Ankylosaurus,,7,26,33,7,26,33,7,0.321567,0.342475,876.88958,2,1,6,0.17734,12
Armadillo,Armadillo,,10,14,24,10,14,24,7,0.308289,0.32653,1758.176156,2,1,6,0.146245,12
Ornithischia,Ornithischia,,24,15,39,24,15,39,8,0.288582,0.304407,2188.403685,2,1,6,0.248992,12
Triceratops,Triceratops,,10,20,30,10,20,30,7,0.302222,0.320573,678.076843,2,1,6,0.25,12
Ann_Arbor%2C_Michigan,Ann_Arbor%2C_Michigan,,5,33,38,5,33,38,6,0.330453,0.355077,580.523134,3,1,6,0.102381,5
Biotechnology,Biotechnology,,27,27,54,27,27,54,7,0.322822,0.345756,7095.794694,11,1,6,0.063673,12
Frank_Lloyd_Wright,Frank_Lloyd_Wright,,9,13,22,9,13,22,7,0.313195,0.332734,1066.417747,3,1,6,0.131579,8
Anna_Karenina,Anna_Karenina,,5,18,23,5,18,23,7,0.313607,0.33452,480.771522,10,1,6,0.194737,3
James_Joyce,James_Joyce,,31,36,67,31,36,67,7,0.332077,0.357222,9622.066003,0,1,6,0.098911,11
Tashkent,Tashkent,,11,32,43,11,32,43,7,0.324658,0.349061,1016.871881,10,1,6,0.206478,5
Vivien_Leigh,Vivien_Leigh,,8,32,40,8,32,40,7,0.32946,0.354794,1637.237186,0,1,6,0.121008,11
Basel,Basel,,19,21,40,19,21,40,7,0.313729,0.334991,2100.220401,12,1,6,0.130252,5
Humanism,Humanism,,26,22,48,26,22,48,7,0.312519,0.334072,5301.725899,9,1,6,0.103594,14
Johannesburg,Johannesburg,,34,52,86,34,52,86,6,0.355489,0.383642,8208.637627,5,1,6,0.096446,5
Nelson_Mandela,Nelson_Mandela,,34,42,76,34,42,76,7,0.333361,0.360225,6824.226532,5,1,6,0.082768,11
Publishing,Publishing,,24,14,38,24,14,38,7,0.303466,0.321453,38622.732262,13,1,6,0.082583,7
Sarajevo,Sarajevo,,22,47,69,22,47,69,7,0.335402,0.362988,3261.972486,10,1,6,0.194495,5
George_I_of_Great_Britain,George_I_of_Great_Britain,,17,30,47,17,30,47,7,0.322874,0.346938,1413.077249,0,1,6,0.240216,11
Jacobite_rising,Jacobite_rising,,3,34,37,3,34,37,7,0.317314,0.340358,202.497252,0,1,6,0.198413,0
John_Vanbrugh,John_Vanbrugh,,10,33,43,10,33,43,7,0.321925,0.34605,9376.78117,0,1,6,0.128846,11
Order_of_the_Garter,Order_of_the_Garter,,32,30,62,32,30,62,7,0.314923,0.338086,1845.604636,0,1,6,0.173454,0
Annibale_Bugnini,Annibale_Bugnini,,0,5,5,0,5,5,7,0.28925,0.304284,0,1,1,45,0.5,11
Pope_Pius_XII,Pope_Pius_XII,,13,50,63,13,50,63,7,0.349242,0.377165,6586.829161,10,1,6,0.178463,11
Hebrew_calendar,Hebrew_calendar,,5,15,20,5,15,20,7,0.300319,0.318991,543.481605,1,1,6,0.169935,0
Republic_of_China,Republic_of_China,,76,58,134,76,58,134,7,0.345875,0.375274,10110.059617,8,1,6,0.157001,9
Triumph_of_the_Will,Triumph_of_the_Will,,3,26,29,3,26,29,7,0.32144,0.344294,478.384526,10,1,6,0.190883,4
Aphid,Aphid,,9,16,25,9,16,25,7,0.297279,0.313584,972.298468,2,1,6,0.138528,12
Arthropod,Arthropod,,45,10,55,45,10,55,8,0.279528,0.29447,4310.479032,2,1,6,0.107246,12
Bee,Bee,,25,19,44,25,19,44,8,0.293343,0.310808,7775.366136,2,1,6,0.126877,12
Hymenoptera,Hymenoptera,,9,11,20,9,11,20,8,0.271225,0.285495,181.835844,2,1,6,0.319048,12
Thorax,Thorax,,10,4,14,10,4,14,8,0.276233,0.290368,248.870655,2,1,6,0.30303,12
Wasp,Wasp,,11,12,23,11,12,23,8,0.271461,0.28483,142.059485,2,1,6,0.3125,12
Wood,Wood,,55,10,65,55,10,65,7,0.29347,0.310265,3474.869016,7,1,6,0.03405,12
Communication,Communication,,36,14,50,36,14,50,7,0.295589,0.312469,2773.216163,9,1,6,0.051804,7
Antarctic_Treaty_System,Antarctic_Treaty_System,,3,54,57,3,54,57,7,0.352522,0.381005,315.132755,10,1,6,0.243771,5
International_Court_of_Justice,International_Court_of_Justice,,21,37,58,21,37,58,7,0.338935,0.365131,971.712397,5,1,6,0.195479,7
Antarctic_krill,Antarctic_krill,,3,34,37,3,34,37,7,0.324268,0.346736,1067.087687,2,1,6,0.136134,12
Aquarium,Aquarium,,20,56,76,20,56,76,6,0.355708,0.383855,17424.341697,2,1,6,0.079718,12
Invertebrate,Invertebrate,,37,10,47,37,10,47,8,0.271388,0.286029,1101.82452,2,1,6,0.110606,12
Penguin,Penguin,,26,31,57,26,31,57,7,0.32633,0.348733,12526.30743,2,1,6,0.099734,12
Cosmic_microwave_background_radiation,Cosmic_microwave_background_radiation,,11,17,28,11,17,28,7,0.290464,0.30763,1067.647059,7,1,6,0.17316,12
Emperor_Penguin,Emperor_Penguin,,2,12,14,2,12,14,8,0.283199,0.297634,210.652599,2,1,6,0.318182,12
Full_moon,Full_moon,,12,10,22,12,10,22,7,0.309253,0.32646,1154.997435,7,1,6,0.115789,12
Ice_sheet,Ice_sheet,,16,12,28,16,12,28,7,0.30624,0.324787,1364.807119,7,1,6,0.157609,5
Lake_Vostok,Lake_Vostok,,4,18,22,4,18,22,7,0.322822,0.34339,443.818831,7,1,6,0.169048,5
Roald_Amundsen,Roald_Amundsen,,1,14,15,1,14,15,7,0.309844,0.329088,116.445477,10,1,6,0.21978,11
Sand,Sand,,40,16,56,40,16,56,7,0.298066,0.315393,6399.643993,7,1,6,0.042745,5
Ship,Ship,,35,18,53,35,18,53,7,0.321185,0.343655,5494.491804,3,1,6,0.080694,8
South_Georgia_and_the_South_Sandwich_Islands,South_Georgia_and_the_South_Sandwich_Islands,,12,21,33,12,21,33,7,0.33013,0.353207,2830.478635,5,1,6,0.19335,5
Antarctosaurus,Antarctosaurus,,1,14,15,1,14,15,7,0.30806,0.326538,2.654174,2,1,46,0.3,12
Antelope,Antelope,,18,23,41,18,23,41,7,0.316299,0.337244,32981.073796,2,1,6,0.127451,12
Black_Wildebeest,Black_Wildebeest,,3,12,15,3,12,15,7,0.294686,0.312473,27.811576,2,1,6,0.307692,12
Blue_Wildebeest,Blue_Wildebeest,,9,22,31,9,22,31,7,0.306541,0.325731,3006.752508,2,1,6,0.204615,12
Bongo_%28antelope%29,Bongo_%28antelope%29,,1,9,10,1,9,10,7,0.288356,0.305148,4583.941454,2,1,6,0.458333,12
Bontebok,Bontebok,,1,8,9,1,8,9,7,0.282844,0.297404,5.094101,2,1,6,0.339286,12
Common_Eland,Common_Eland,,1,9,10,1,9,10,8,0.279567,0.29411,4.866901,2,1,6,0.361111,12
Dik-dik,Dik-dik,,1,15,16,1,15,16,7,0.307914,0.328292,61.923068,2,1,6,0.314286,12
Giant_Eland,Giant_Eland,,2,10,12,2,10,12,8,0.284192,0.300204,33.33837,2,1,6,0.245455,12
Wildebeest,Wildebeest,,7,12,19,7,12,19,7,0.292877,0.31019,863.832371,2,1,6,0.325,12
Anthony_van_Dyck,Anthony_van_Dyck,,7,18,25,7,18,25,7,0.305847,0.326016,772.629489,4,1,6,0.205628,11
Flemish_people,Flemish_people,,3,26,29,3,26,29,7,0.329754,0.35435,304.426216,6,1,6,0.306268,5
National_Gallery%2C_London,National_Gallery%2C_London,,15,36,51,15,36,51,7,0.322719,0.346465,4478.801989,4,1,6,0.109312,13
Claude_L%C3%A9vi-Strauss,Claude_L%C3%A9vi-Strauss,,5,13,18,5,13,18,7,0.305939,0.324446,251.401322,9,1,6,0.099265,11
Sociology,Sociology,,45,33,78,45,33,78,7,0.31836,0.341246,8654.120414,9,1,6,0.095238,7
Antigua_and_Barbuda,Antigua_and_Barbuda,,30,34,64,30,34,64,7,0.338031,0.363656,3886.831917,5,1,6,0.130519,9
Eric_Clapton,Eric_Clapton,,8,34,42,8,34,42,7,0.33789,0.361629,8890.35014,4,1,6,0.129365,11
Saint_Kitts_and_Nevis,Saint_Kitts_and_Nevis,,26,12,38,26,12,38,7,0.310129,0.329385,3111.563325,5,1,6,0.21875,9
Arsenic,Arsenic,,34,44,78,34,44,78,7,0.329835,0.355168,9494.897146,7,1,6,0.113297,12
Krypton,Krypton,,30,26,56,30,26,56,7,0.308383,0.328475,2070.40074,7,1,6,0.235893,12
Pottery,Pottery,,43,17,60,43,17,60,7,0.31831,0.339532,2937.62187,1,1,6,0.060799,4
Semiconductor,Semiconductor,,39,18,57,39,18,57,7,0.287314,0.305163,5447.787375,7,1,6,0.11451,12
Tin,Tin,,58,41,99,58,41,99,7,0.320373,0.343947,21909.15773,7,1,6,0.112175,12
Antlion,Antlion,,0,6,6,0,6,6,8,0.264445,0.276963,0,2,1,47,0.766667,12
Jacques-Louis_David,Jacques-Louis_David,,10,18,28,10,18,28,7,0.318485,0.339988,808.111206,4,1,6,0.18,11
Nitrogen_cycle,Nitrogen_cycle,,6,19,25,6,19,25,7,0.309418,0.329727,506.076624,7,1,6,0.233766,12
Apollo_11,Apollo_11,,17,18,35,17,18,35,7,0.3112,0.329879,11671.778782,3,1,6,0.146552,12
Gerald_Ford,Gerald_Ford,,24,44,68,24,44,68,7,0.319313,0.34449,9778.567023,3,1,6,0.112147,11
Neil_Armstrong,Neil_Armstrong,,16,34,50,16,34,50,7,0.33593,0.361057,23198.944036,3,1,6,0.10299,11
University_of_Cambridge,University_of_Cambridge,,77,46,123,77,46,123,7,0.339873,0.36613,46858.294481,0,1,6,0.04593,7
Anton_Alexander_von_Werner,Anton_Alexander_von_Werner,,0,4,4,0,4,4,7,0.284063,0.298938,0,4,1,48,0.5,11
Black_pepper,Black_pepper,,24,45,69,24,45,69,7,0.335457,0.362975,8646.327881,11,1,6,0.103846,4
Lille,Lille,,18,43,61,18,43,61,6,0.343559,0.37114,3196.520469,0,1,6,0.186233,5
Apaochi,Apaochi,,0,2,2,0,2,2,7,0.277873,0.291564,0,8,1,49,1,0
Baboon,Baboon,,4,6,10,4,6,10,7,0.288664,0.304653,63.257355,2,1,6,0.288889,12
Monkey,Monkey,,19,16,35,19,16,35,7,0.318535,0.338966,1640.633512,2,1,6,0.076649,12
Carboniferous,Carboniferous,,30,24,54,30,24,54,7,0.318535,0.339595,5686.678064,2,1,6,0.112051,5
Coccinellidae,Coccinellidae,,4,10,14,4,10,14,7,0.293747,0.310142,230.182203,2,1,6,0.254545,12
Triassic,Triassic,,43,17,60,43,17,60,8,0.301435,0.317805,14891.449314,2,1,6,0.080914,5
Cyclops,Cyclops,,9,9,18,9,9,18,7,0.291718,0.307159,468.726829,1,1,6,0.224359,0
Dolphin,Dolphin,,30,27,57,30,27,57,7,0.328206,0.350593,18502.410193,2,1,6,0.102745,12
European_Goldfinch,European_Goldfinch,,2,13,15,2,13,15,7,0.314459,0.335528,373.038878,2,1,6,0.219048,12
Saturn_V,Saturn_V,,8,29,37,8,29,37,7,0.332077,0.354031,1507.162797,3,1,6,0.160428,12
Apollo_8,Apollo_8,,8,22,30,8,22,30,7,0.319767,0.339583,4624.561108,3,1,6,0.104615,12
Glynn_Lunney,Glynn_Lunney,,2,11,13,2,11,13,7,0.30256,0.320277,48.417075,3,1,6,0.325758,11
Moon_landing,Moon_landing,,4,13,17,4,13,17,7,0.311966,0.330773,567.424268,3,1,6,0.241667,12
Radio_telescope,Radio_telescope,,8,12,20,8,12,20,7,0.31089,0.330722,530.756018,7,1,6,0.183007,12
Cape_Canaveral,Cape_Canaveral,,7,7,14,7,7,14,7,0.305939,0.323773,205.917989,3,1,6,0.19697,12
Domesticated_turkey,Domesticated_turkey,,2,24,26,2,24,26,7,0.33075,0.353232,967.034547,2,1,6,0.148333,12
Santa_Claus,Santa_Claus,,8,45,53,8,45,53,7,0.344406,0.372083,1716.230869,10,1,6,0.194485,4
Celtic_mythology,Celtic_mythology,,9,18,27,9,18,27,7,0.304423,0.322863,2317.786079,1,1,6,0.105072,14
Cultivar,Cultivar,,41,3,44,41,3,44,7,0.281802,0.295669,381.803099,11,1,6,0.080338,12
Halloween,Halloween,,16,42,58,16,42,58,6,0.349694,0.376279,7126.810473,0,1,6,0.111111,4
Johnny_Appleseed,Johnny_Appleseed,,1,11,12,1,11,12,7,0.311319,0.329837,184.839646,3,1,6,0.154545,11
Lung_cancer,Lung_cancer,,23,28,51,23,28,51,7,0.33618,0.359561,4235.56933,11,1,6,0.105051,12
Norse_mythology,Norse_mythology,,27,23,50,27,23,50,7,0.328073,0.351199,10068.376869,1,1,6,0.088406,14
Pollinator,Pollinator,,11,11,22,11,11,22,7,0.284312,0.298498,1279.550769,11,1,6,0.137255,12
Prostate_cancer,Prostate_cancer,,17,22,39,17,22,39,7,0.317986,0.339059,2547.664629,11,1,6,0.063492,12
Applied_mathematics,Applied_mathematics,,9,10,19,9,10,19,7,0.288973,0.305259,1429.705989,9,1,6,0.203297,6
Bioinformatics,Bioinformatics,,10,18,28,10,18,28,7,0.2991,0.316821,3179.588726,11,1,6,0.163158,1
Ordinary_differential_equation,Ordinary_differential_equation,,4,4,8,4,4,8,8,0.273199,0.288004,92.434387,9,1,6,0.375,6
Retinol,Retinol,,4,16,20,4,16,20,7,0.301659,0.319996,282.404549,11,1,6,0.044737,12
Ecology,Ecology,,54,48,102,54,48,102,7,0.326514,0.351512,19493.375666,7,1,6,0.060918,12
Goldfish,Goldfish,,3,27,30,3,27,30,7,0.334378,0.357279,647.774779,2,1,6,0.10468,12
Guangzhou,Guangzhou,,29,38,67,29,38,67,7,0.34292,0.369185,3448.927223,8,1,6,0.164481,5
Nitrification,Nitrification,,5,8,13,5,8,13,7,0.29275,0.308858,68.706094,7,1,6,0.3,5
Otter,Otter,,8,15,23,8,15,23,7,0.30843,0.325825,1694.285955,2,1,6,0.161905,12
Oxyrhynchus,Oxyrhynchus,,2,18,20,2,18,20,7,0.305294,0.324834,763.004148,1,1,6,0.115789,0
Regent%27s_Park,Regent%27s_Park,,7,9,16,7,9,16,7,0.285674,0.301399,1194.939744,0,1,6,0.154545,5
The_Great_Exhibition,The_Great_Exhibition,,4,12,16,4,12,16,7,0.308618,0.327603,260.11,0,1,6,0.104762,0
Tropics,Tropics,,45,18,63,45,18,63,7,0.310461,0.330121,3794.963596,2,1,6,0.071717,5
Whale_shark,Whale_shark,,6,28,34,6,28,34,7,0.313583,0.335075,1906.183443,2,1,6,0.097291,12
Arab_League,Arab_League,,21,45,66,21,45,66,7,0.334433,0.360264,868.314587,5,1,6,0.288084,7
West_Bank,West_Bank,,23,29,52,23,29,52,7,0.331887,0.356346,1419.500234,1,1,6,0.2,5
Gaza_Strip,Gaza_Strip,,14,27,41,14,27,41,7,0.318435,0.341205,3287.316876,1,1,6,0.115966,5
Indonesian_language,Indonesian_language,,16,26,42,16,26,42,7,0.315732,0.338372,1204.424221,8,1,6,0.185633,3
Palestinian_territories,Palestinian_territories,,17,18,35,17,18,35,7,0.314215,0.335028,522.324825,1,1,6,0.291954,5
Land_%28economics%29,Land_%28economics%29,,4,3,7,4,3,7,7,0.280398,0.295663,118.668926,9,1,6,0.095238,10
Aradia%2C_or_the_Gospel_of_the_Witches,Aradia%2C_or_the_Gospel_of_the_Witches,,0,10,10,0,10,10,7,0.302206,0.320341,0,1,1,50,0.188889,3
Aral_Sea,Aral_Sea,,19,16,35,19,16,35,7,0.311822,0.331052,1634.629998,5,1,6,0.109195,5
Volga_River,Volga_River,,13,18,31,13,18,31,7,0.310271,0.329797,1850.379308,10,1,6,0.184615,5
Arcadia_%28play%29,Arcadia_%28play%29,,2,10,12,2,10,12,7,0.303352,0.321266,327.433204,0,1,6,0.072727,3
Royal_National_Theatre,Royal_National_Theatre,,9,9,18,9,9,18,7,0.295697,0.312049,1077.194536,0,1,6,0.052381,3
Archaeoastronomy,Archaeoastronomy,,3,35,38,3,35,38,7,0.328392,0.352901,5989.922574,7,1,6,0.063814,12
Meteor_shower,Meteor_shower,,2,3,5,2,3,5,8,0.268441,0.280755,19.125313,7,1,6,0.25,12
Stonehenge,Stonehenge,,14,27,41,14,27,41,7,0.336543,0.361547,2463.64001,0,1,6,0.093844,5
Oceania,Oceania,,61,49,110,61,49,110,6,0.332241,0.357515,12666.148639,5,1,6,0.109109,5
Paleontology,Paleontology,,29,23,52,29,23,52,7,0.317886,0.337719,5170.018559,2,1,6,0.128986,5
Archaeopteryx,Archaeopteryx,,13,21,34,13,21,34,7,0.31089,0.330434,5849.746634,2,1,6,0.216524,12
Compsognathus,Compsognathus,,3,18,21,3,18,21,7,0.303579,0.322407,77.259095,2,1,6,0.312865,12
Magpie,Magpie,,7,9,16,7,9,16,8,0.278549,0.293141,9266.526908,2,1,6,0.228571,12
Microraptor,Microraptor,,6,13,19,6,13,19,7,0.301906,0.318851,241.148342,2,1,6,0.408088,12
Pterosaur,Pterosaur,,11,23,34,11,23,34,7,0.311846,0.331951,1906.573668,2,1,6,0.25,12
Canterbury_Cathedral,Canterbury_Cathedral,,13,15,28,13,15,28,7,0.294901,0.313636,1940.916511,0,1,6,0.1917,8
Privy_Council_of_the_United_Kingdom,Privy_Council_of_the_United_Kingdom,,29,21,50,29,21,50,7,0.310034,0.330781,970.316212,0,1,6,0.189746,7
Archimedes,Archimedes,,13,22,35,13,22,35,7,0.311702,0.333326,2311.429252,7,1,6,0.143145,11
Pi,Pi,,10,27,37,10,27,37,7,0.322206,0.344732,7137.312571,9,1,6,0.14678,6
Sphere,Sphere,,33,10,43,33,10,43,7,0.290131,0.306251,3583.280717,7,1,6,0.083671,6
Architecture_of_Windows_NT,Architecture_of_Windows_NT,,0,3,3,0,3,3,8,0.238165,0.247356,0,13,1,51,0.833333,1
Windows_2000,Windows_2000,,10,9,19,10,9,19,7,0.285775,0.301694,3010.351249,13,1,6,0.165441,1
Windows_Vista,Windows_Vista,,7,12,19,7,12,19,7,0.28711,0.303171,3997.654277,13,1,6,0.228571,1
Windows_XP,Windows_XP,,18,14,32,18,14,32,7,0.301749,0.320403,8546.925521,13,1,6,0.106838,1
Architecture_of_the_California_missions,Architecture_of_the_California_missions,,0,20,20,0,20,20,7,0.313733,0.33401,0,7,1,52,0.134211,8
Axe,Axe,,12,25,37,12,25,37,7,0.318936,0.340567,1534.378048,7,1,6,0.083193,8
Arctic_Circle,Arctic_Circle,,20,13,33,20,13,33,7,0.318811,0.338333,1208.020287,10,1,6,0.162393,5
Bj%C3%B8rn%C3%B8ya,Bj%C3%B8rn%C3%B8ya,,4,15,19,4,15,19,7,0.309513,0.32861,488.740958,10,1,6,0.141667,5
Jan_Mayen,Jan_Mayen,,6,15,21,6,15,21,7,0.305202,0.324142,232.403912,10,1,6,0.232026,5
Muttaburrasaurus,Muttaburrasaurus,,1,14,15,1,14,15,7,0.296605,0.313089,4981.487711,2,1,6,0.266667,12
Svalbard,Svalbard,,17,25,42,17,25,42,7,0.316348,0.337505,12932.781038,10,1,6,0.071429,5
Troodon,Troodon,,1,15,16,1,15,16,7,0.294152,0.310843,314.250733,2,1,6,0.3125,12
Wolverine,Wolverine,,5,16,21,5,16,21,7,0.319943,0.340237,236.055583,2,1,6,0.215789,12
Duran_Duran,Duran_Duran,,7,33,40,7,33,40,7,0.340873,0.367203,1561.396337,4,1,6,0.162698,2
McFly_%28band%29,McFly_%28band%29,,1,11,12,1,11,12,7,0.3148,0.336113,42.385972,4,1,6,0.327273,2
Romeo_and_Juliet,Romeo_and_Juliet,,9,11,20,9,11,20,7,0.290484,0.306029,1216.691967,0,1,6,0.106618,3
Sheffield,Sheffield,,20,39,59,20,39,59,6,0.344172,0.370909,4154.992869,0,1,6,0.12627,5
Top_of_the_Pops,Top_of_the_Pops,,6,18,24,6,18,24,6,0.317961,0.338916,3027.94039,4,1,6,0.183794,4
Oceanography,Oceanography,,13,23,36,13,23,36,7,0.334158,0.356453,1212.766551,7,1,6,0.181818,5
Walrus,Walrus,,9,15,24,9,15,24,7,0.297127,0.313546,1239.624621,2,1,6,0.120553,12
Arctic_Tern,Arctic_Tern,,5,31,36,5,31,36,7,0.332622,0.355441,6371.424038,2,1,6,0.149194,12
Cod,Cod,,14,13,27,14,13,27,7,0.307331,0.325299,2251.410802,2,1,6,0.155385,12
Common_Tern,Common_Tern,,2,14,16,2,14,16,7,0.308994,0.328257,76.454975,2,1,6,0.296703,12
Herring_Gull,Herring_Gull,,3,12,15,3,12,15,7,0.302447,0.320543,244.374054,2,1,6,0.28022,12
Tern,Tern,,8,13,21,8,13,21,7,0.299144,0.315185,2090.755385,2,1,6,0.216667,12
Coconut,Coconut,,28,35,63,28,35,63,7,0.329593,0.353758,8354.914148,11,1,6,0.058445,12
Faroe_Islands,Faroe_Islands,,36,34,70,36,34,70,7,0.33254,0.357401,12943.700983,10,1,6,0.145355,5
Argan,Argan,,1,9,10,1,9,10,8,0.287661,0.303387,13.624976,11,1,6,0.277778,12
Cactus,Cactus,,10,35,45,10,35,45,7,0.340844,0.366914,2823.079242,2,1,6,0.110188,12
Diego_Maradona,Diego_Maradona,,5,19,24,5,19,24,7,0.312206,0.332329,375.550348,6,1,6,0.155263,11
FIFA_World_Cup,FIFA_World_Cup,,24,41,65,24,41,65,7,0.345227,0.373588,3484.119438,6,1,6,0.224242,4
Hawk,Hawk,,22,11,33,22,11,33,8,0.285152,0.300657,11816.758143,2,1,6,0.165025,12
Jackal,Jackal,,7,13,20,7,13,20,7,0.303625,0.32312,10185.77065,2,1,6,0.178363,12
Lima,Lima,,16,16,32,16,16,32,7,0.306889,0.326351,1041.872031,6,1,6,0.148148,5
Mestizo,Mestizo,,30,59,89,30,59,89,7,0.346703,0.376065,6909.572034,6,1,6,0.179276,5
Orca,Orca,,16,41,57,16,41,57,7,0.330184,0.354875,7723.218819,2,1,6,0.129804,12
Right_whale,Right_whale,,2,32,34,2,32,34,7,0.328952,0.352936,295.000756,2,1,6,0.148674,12
Saxophone,Saxophone,,16,17,33,16,17,33,7,0.318811,0.339379,3565.301149,4,1,6,0.092593,2
Sugarcane,Sugarcane,,26,36,62,26,36,62,7,0.334351,0.35959,5082.176703,11,1,6,0.094613,12
Tennis,Tennis,,79,40,119,79,40,119,7,0.339873,0.366443,69476.249744,12,1,6,0.089035,4
Trout,Trout,,16,12,28,16,12,28,7,0.322591,0.343683,2181.877634,2,1,6,0.134921,12
